Store,Location_Store,Customer_Geo,Customer_Age,Cust_City,Cust_Dist,Cust_State,Customer_Income,Customer_Gender,Customer_Marital_Status,Transaction_Date,Volume,Price,Product_Model,Product_Category,Product_Brand,Product_company,Cust_Ethnic,Occupation,Loan_Amount,Default_Risk,Outstanding,First_replayment_date,Last_repayment_date
SpeedWheels,Bangalore,Delhi India,34,Mumbai,Kolkata,Karnataka,1912185,Male,Married,11 September 2024,2,1116838,VX,Luxury Sedan,Swift,Tata,African,Self Employed,995964,0,123305,25 November 2024,08 March 2026
AutoHub,Delhi,Maharashtra India,38,Hyderabad,Mumbai Suburban,Delhi,2199815,Female,Unmarried,14 April 2023,2,1014666,Era,Compact SUV,City,Honda,Hispanic,Salaried,639550,0,45187,14 May 2023,05 June 2025
SCP,Pune,Tamil Nadu India,41,Chennai,Mumbai Suburban,West Bengal,1761818,Male,Married,04 October 2023,3,2304935,LX,Sedan,Nexon,Tata,Asian,Self Employed,1549398,1,608409,14 December 2023,03 July 2026
DriveEasy,Mumbai,Karnataka India,57,Mumbai,Hyderabad,Telangana,744543,Male,Married,05 May 2023,1,1036997,ZX,Premium Hatchback,City,Honda,Asian,Business Owner,775565,0,52925,03 July 2023,22 November 2024
SCP,Kolkata,Maharashtra India,25,Pune,New Delhi,West Bengal,427632,Male,Unmarried,17 March 2023,1,1650191,ZX,SUV,Creta,Hyundai,Caucasian,Business Owner,990927,0,116419,07 May 2023,02 November 2025
AutoZone,Bangalore,Maharashtra India,34,Delhi,Hyderabad,Karnataka,1565393,Female,Married,05 January 2024,1,2004966,Sportz,Sedan,Creta,Hyundai,Caucasian,Professional,1414332,0,70887,04 March 2024,27 December 2025
CarWorld,Pune,Telangana India,55,Hyderabad,New Delhi,Tamil Nadu,1757125,Male,Married,28 February 2023,3,1257040,Magna,Entry Hatchback,Brezza,Maruti,Asian,Retired,847173,0,55503,11 May 2023,27 September 2025
SpeedWheels,Delhi,Delhi India,29,Nashik,New Delhi,West Bengal,1215851,Female,Married,18 September 2023,2,1055505,VX,Compact SUV,Nexon,Hyundai,Caucasian,Salaried,757450,0,187813,21 October 2023,29 December 2024
AutoHub,Bangalore,Telangana India,31,Nashik,New Delhi,Telangana,880419,Male,Unmarried,05 January 2024,2,1004825,Sportz,Entry Hatchback,City,Honda,Hispanic,Retired,696369,0,107697,19 February 2024,25 November 2025
AutoHub,Chennai,Telangana India,24,Bangalore,Mumbai Suburban,Karnataka,829361,Male,Unmarried,14 May 2023,1,550973,ZX,Sedan,I10 GRAND,Hyundai,Caucasian,Salaried,489465,1,336840,14 June 2023,02 April 2025
AutoZone,Hyderabad,Maharashtra India,28,Nashik,Bangalore Urban,Tamil Nadu,619829,Male,Unmarried,16 September 2023,2,1166237,Era,Entry Hatchback,Creta,Maruti,Asian,Retired,913244,0,155013,01 November 2023,28 February 2025
CarWorld,Pune,Telangana India,57,Hyderabad,New Delhi,Karnataka,1383822,Male,Unmarried,25 February 2024,2,775999,VX,Premium Hatchback,City,Hyundai,Hispanic,Business Owner,599224,1,195300,03 April 2024,08 August 2025
DriveEasy,Chennai,Maharashtra India,48,Nagpur,Pune,Tamil Nadu,431181,Female,Married,05 April 2023,3,1287478,Asta,Premium Hatchback,I10 GRAND,Tata,Asian,Government Employee,900925,0,156028,25 June 2023,22 December 2024
TCS Auto,Delhi,Tamil Nadu India,34,Nagpur,Kolkata,West Bengal,2100480,Female,Married,27 September 2024,3,1042621,VX,Entry Hatchback,Baleno,Maruti,Caucasian,Self Employed,866770,0,69836,13 November 2024,02 April 2027
TCS Auto,Chennai,Telangana India,22,Bangalore,New Delhi,West Bengal,569069,Male,Married,24 September 2023,3,702008,Asta,Premium Hatchback,Baleno,Honda,Hispanic,Business Owner,626808,1,251889,04 November 2023,03 November 2025
SpeedWheels,Hyderabad,Karnataka India,49,Bangalore,Mumbai Suburban,Karnataka,1321936,Male,Unmarried,15 June 2024,3,1394932,VX,Compact SUV,Creta,Hyundai,Hispanic,Government Employee,1081704,0,253854,15 August 2024,09 January 2026
AutoHub,Pune,Telangana India,40,Nashik,New Delhi,Delhi,2424925,Female,Unmarried,21 July 2024,3,1732354,LX,Entry Hatchback,Brezza,Tata,Asian,Retired,1308365,0,123279,31 August 2024,21 July 2027
DriveEasy,Delhi,Maharashtra India,58,Bangalore,Bangalore Urban,Tamil Nadu,717441,Female,Married,03 May 2023,3,1606476,Sportz,Premium Hatchback,Swift,Tata,Caucasian,Business Owner,1136614,1,577230,14 July 2023,17 April 2026
AutoHub,Delhi,West Bengal India,26,Delhi,Mumbai Suburban,Tamil Nadu,866703,Female,Married,13 November 2024,3,517900,Magna,Entry Hatchback,Creta,Tata,Caucasian,Business Owner,407180,1,273878,31 January 2025,04 February 2027
AutoHub,Kolkata,Maharashtra India,32,Kolkata,Chennai,West Bengal,1672695,Male,Married,01 July 2024,2,1560762,SX,SUV,Creta,Hyundai,Asian,Professional,1218126,1,773408,10 September 2024,01 September 2027
SCP,Chennai,Maharashtra India,36,Nashik,Hyderabad,West Bengal,410448,Female,Married,04 May 2023,2,1851067,SX,SUV,Creta,Honda,Native American,Professional,1376113,1,778119,31 July 2023,08 October 2024
TCS Auto,Bangalore,Maharashtra India,22,Bangalore,Mumbai Suburban,Maharashtra,624436,Male,Unmarried,04 December 2023,3,931166,LX,Compact SUV,Baleno,Hyundai,Asian,Retired,705852,1,426999,13 January 2024,19 October 2026
DriveEasy,Bangalore,Tamil Nadu India,60,Pune,Kolkata,Tamil Nadu,965010,Female,Unmarried,21 October 2023,2,1284603,Magna,SUV,Brezza,Tata,Asian,Professional,920328,0,136797,05 December 2023,15 October 2026
SpeedWheels,Hyderabad,Tamil Nadu India,25,Mumbai,Hyderabad,Telangana,1873215,Male,Married,15 October 2024,2,858722,VX,Sedan,Nexon,Hyundai,Caucasian,Self Employed,670939,1,152522,17 December 2024,24 July 2026
AutoHub,Pune,Tamil Nadu India,40,Delhi,Pune,Maharashtra,1376440,Female,Unmarried,04 November 2024,1,766181,VX,Entry Hatchback,Baleno,Honda,African,Retired,618871,1,383712,12 December 2024,11 December 2026
DriveEasy,Pune,Tamil Nadu India,32,Kolkata,Kolkata,Telangana,1007882,Male,Unmarried,12 November 2023,2,1440750,ZX,Entry Hatchback,Creta,Hyundai,Asian,Salaried,1254833,1,272889,23 December 2023,11 March 2025
SpeedWheels,Bangalore,Maharashtra India,36,Pune,Kolkata,Delhi,2179969,Male,Divorced,26 March 2024,2,558795,Asta,Sedan,Verna,Honda,Caucasian,Government Employee,402331,0,57959,05 June 2024,26 August 2026
DriveEasy,Bangalore,West Bengal India,50,Delhi,Chennai,Karnataka,517453,Female,Married,29 August 2023,1,2098999,Sportz,Sedan,Brezza,Maruti,Asian,Professional,1449465,0,49606,15 October 2023,04 February 2025
DriveEasy,Bangalore,Karnataka India,40,Mumbai,Pune,West Bengal,1717650,Male,Married,06 January 2023,1,1756969,Sportz,Luxury Sedan,Brezza,Maruti,Asian,Self Employed,1536304,0,274075,27 March 2023,06 February 2026
TCS Auto,Pune,West Bengal India,41,Kolkata,Chennai,West Bengal,2173374,Female,Unmarried,06 April 2023,2,1549780,LX,Sedan,Brezza,Maruti,African,Self Employed,1083099,1,266110,31 May 2023,30 March 2026
CarWorld,Mumbai,Karnataka India,26,Kolkata,Pune,West Bengal,2315954,Male,Unmarried,26 April 2023,1,1867776,ZX,Luxury Sedan,Nexon,Hyundai,Hispanic,Self Employed,1633232,1,475784,30 June 2023,14 September 2025
TCS Auto,Pune,Tamil Nadu India,29,Kolkata,Bangalore Urban,Karnataka,1475525,Male,Married,26 September 2024,3,1832077,Era,Entry Hatchback,Nexon,Maruti,Asian,Salaried,1442352,0,259752,25 November 2024,19 January 2026
AutoZone,Bangalore,Telangana India,23,Hyderabad,Chennai,Telangana,1036684,Male,Unmarried,14 April 2023,3,1277216,Era,Compact SUV,Swift,Maruti,African,Business Owner,1072841,1,592053,17 May 2023,09 May 2026
DriveEasy,Mumbai,Karnataka India,40,Chennai,Chennai,Karnataka,1834537,Male,Divorced,27 March 2024,3,773100,VX,Compact SUV,I10 GRAND,Honda,Asian,Government Employee,656694,0,130038,20 May 2024,13 August 2026
TCS Auto,Hyderabad,Telangana India,53,Bangalore,Chennai,Delhi,563600,Male,Married,02 February 2024,3,1130555,VX,Compact SUV,Baleno,Maruti,Native American,Retired,778078,1,187485,08 April 2024,25 March 2027
SpeedWheels,Delhi,Telangana India,57,Nagpur,Pune,Tamil Nadu,1105913,Male,Married,03 January 2024,2,853890,VX,Premium Hatchback,Verna,Honda,Asian,Professional,624222,1,318773,28 February 2024,24 August 2025
SpeedWheels,Pune,Telangana India,37,Kolkata,Hyderabad,Telangana,909768,Male,Unmarried,21 November 2024,1,583868,LX,Sedan,Verna,Maruti,Asian,Government Employee,392430,0,16688,06 January 2025,17 June 2027
SCP,Pune,Karnataka India,61,Mumbai,Hyderabad,Tamil Nadu,2408854,Male,Divorced,04 July 2023,3,1814589,Era,Entry Hatchback,I10 GRAND,Maruti,Asian,Salaried,1550352,1,728491,22 September 2023,23 May 2025
TCS Auto,Bangalore,West Bengal India,35,Chennai,Chennai,West Bengal,393000,Male,Unmarried,16 May 2023,2,1041079,Asta,Sedan,Brezza,Maruti,Asian,Business Owner,896895,0,70010,29 July 2023,27 September 2024
DriveEasy,Hyderabad,Delhi India,39,Mumbai,Hyderabad,West Bengal,486136,Male,Married,01 February 2024,2,1543956,Asta,Premium Hatchback,Baleno,Tata,Asian,Self Employed,1162161,0,228973,13 April 2024,17 November 2025
SpeedWheels,Mumbai,Karnataka India,33,Bangalore,Kolkata,Delhi,1049794,Male,Unmarried,01 January 2023,3,740908,Asta,Sedan,Baleno,Hyundai,Asian,Retired,583741,0,98512,20 February 2023,08 August 2025
TCS Auto,Chennai,Delhi India,43,Kolkata,Chennai,West Bengal,924585,Male,Unmarried,01 March 2024,1,917677,LX,Premium Hatchback,Verna,Tata,Asian,Business Owner,751405,0,145434,20 May 2024,30 October 2025
SCP,Hyderabad,Delhi India,64,Mumbai,Hyderabad,Maharashtra,647471,Male,Married,03 August 2023,2,1334418,SX,Premium Hatchback,City,Hyundai,Caucasian,Professional,1157965,0,284802,10 September 2023,11 March 2025
AutoZone,Chennai,Maharashtra India,44,Pune,Pune,Karnataka,2052133,Male,Married,03 September 2023,1,541081,Sportz,Luxury Sedan,Verna,Maruti,Asian,Professional,343745,0,78539,07 October 2023,22 November 2024
SCP,Mumbai,West Bengal India,44,Hyderabad,Bangalore Urban,Tamil Nadu,1585320,Male,Married,05 January 2023,1,904223,SX,Sedan,City,Tata,Caucasian,Salaried,606602,0,83177,18 February 2023,09 December 2025
AutoZone,Chennai,Telangana India,47,Chennai,Mumbai Suburban,Maharashtra,1631818,Female,Married,03 March 2024,1,1660400,Asta,Compact SUV,Nexon,Maruti,Caucasian,Retired,1388709,0,320900,19 May 2024,24 April 2027
AutoZone,Kolkata,West Bengal India,43,Kolkata,Chennai,Karnataka,2175840,Male,Unmarried,13 May 2023,2,2294128,Sportz,Compact SUV,I10 GRAND,Maruti,African,Self Employed,1543399,0,175665,31 July 2023,03 August 2024
TCS Auto,Delhi,Telangana India,32,Delhi,Kolkata,Karnataka,2155095,Male,Unmarried,27 March 2023,3,1677185,Era,Luxury Sedan,Baleno,Maruti,Caucasian,Salaried,1437722,0,321780,24 May 2023,04 December 2025
DriveEasy,Kolkata,West Bengal India,31,Mumbai,Pune,Delhi,2126430,Male,Married,28 June 2023,1,940047,VX,SUV,Creta,Hyundai,Asian,Business Owner,641309,1,441994,07 September 2023,14 February 2025
AutoZone,Hyderabad,West Bengal India,28,Kolkata,New Delhi,Karnataka,964927,Male,Married,02 July 2024,1,1246937,Era,Luxury Sedan,Swift,Tata,Asian,Salaried,943572,1,217780,20 August 2024,19 December 2025
DriveEasy,Delhi,Tamil Nadu India,44,Mumbai,Bangalore Urban,Tamil Nadu,374106,Male,Married,01 October 2023,2,2204722,ZX,Compact SUV,Nexon,Tata,Asian,Government Employee,1840702,0,385581,27 December 2023,03 September 2025
AutoHub,Pune,Maharashtra India,61,Bangalore,Chennai,Telangana,2158126,Male,Unmarried,07 March 2024,1,2017560,LX,Compact SUV,Baleno,Hyundai,Asian,Government Employee,1290045,0,65093,11 April 2024,23 March 2026
DriveEasy,Chennai,Delhi India,30,Chennai,Chennai,Maharashtra,308044,Male,Married,22 June 2023,1,1503234,ZX,Luxury Sedan,Verna,Honda,Asian,Salaried,977536,0,226536,18 September 2023,24 October 2024
AutoZone,Bangalore,Delhi India,44,Delhi,Hyderabad,Karnataka,388685,Female,Married,04 February 2024,1,1441864,Asta,Premium Hatchback,City,Hyundai,Asian,Salaried,976778,1,295784,28 March 2024,29 September 2026
SpeedWheels,Pune,Telangana India,31,Delhi,Chennai,Telangana,524740,Male,Unmarried,09 November 2023,2,1392911,Magna,Entry Hatchback,Brezza,Maruti,Asian,Business Owner,859961,0,63814,19 December 2023,15 August 2025
CarWorld,Mumbai,Karnataka India,53,Mumbai,New Delhi,Karnataka,1046682,Male,Divorced,08 March 2023,2,520840,ZX,Entry Hatchback,Verna,Maruti,Hispanic,Salaried,343487,0,13488,03 May 2023,03 September 2025
SpeedWheels,Delhi,West Bengal India,49,Nashik,New Delhi,Tamil Nadu,1552063,Female,Married,25 January 2023,2,616649,Sportz,Premium Hatchback,Swift,Tata,Caucasian,Salaried,400130,0,48528,13 March 2023,06 April 2025
DriveEasy,Bangalore,Telangana India,33,Mumbai,Kolkata,Maharashtra,965489,Male,Married,05 May 2023,3,1915240,Asta,Sedan,City,Hyundai,Caucasian,Retired,1264858,1,309300,03 August 2023,21 July 2025
AutoZone,Kolkata,Delhi India,48,Nashik,Kolkata,Delhi,2493670,Male,Married,05 August 2024,1,1768322,Era,Entry Hatchback,Swift,Maruti,Asian,Business Owner,1425088,0,245539,23 October 2024,29 April 2026
AutoZone,Bangalore,West Bengal India,25,Nashik,Kolkata,Delhi,2166111,Female,Married,08 February 2024,1,518366,ZX,Premium Hatchback,I10 GRAND,Maruti,Asian,Government Employee,316234,0,69015,07 April 2024,02 March 2026
CarWorld,Mumbai,Telangana India,37,Chennai,Hyderabad,Tamil Nadu,317732,Female,Married,30 September 2023,2,953538,VX,Premium Hatchback,Brezza,Maruti,Hispanic,Salaried,825378,1,531683,03 December 2023,19 January 2025
CarWorld,Pune,Karnataka India,56,Nagpur,Chennai,Maharashtra,865197,Male,Married,05 August 2024,1,920005,ZX,Compact SUV,Creta,Hyundai,Caucasian,Retired,602115,1,347683,21 October 2024,12 March 2026
AutoHub,Pune,Telangana India,40,Chennai,Hyderabad,Karnataka,537481,Female,Unmarried,24 February 2023,2,2196356,Magna,Compact SUV,Baleno,Hyundai,Asian,Retired,1783444,0,168122,25 April 2023,07 July 2025
SpeedWheels,Hyderabad,Delhi India,24,Nashik,Bangalore Urban,Karnataka,377378,Male,Unmarried,15 October 2024,1,1915383,LX,Sedan,I10 GRAND,Tata,Asian,Self Employed,1348973,1,712135,23 December 2024,22 August 2026
AutoHub,Pune,Tamil Nadu India,48,Hyderabad,Mumbai Suburban,West Bengal,2228533,Male,Married,21 November 2024,3,1314067,VX,Sedan,Baleno,Maruti,Asian,Business Owner,987547,0,241849,23 December 2024,07 June 2027
DriveEasy,Mumbai,Delhi India,36,Nagpur,New Delhi,Delhi,576862,Male,Married,10 July 2024,1,786441,Era,Luxury Sedan,Nexon,Maruti,Asian,Government Employee,631211,0,119401,12 August 2024,16 December 2025
AutoZone,Kolkata,Telangana India,59,Kolkata,Chennai,Telangana,2304085,Male,Unmarried,12 July 2023,1,1906127,ZX,Sedan,Creta,Tata,Caucasian,Retired,1475515,0,316956,26 August 2023,31 May 2025
DriveEasy,Mumbai,Tamil Nadu India,50,Chennai,Kolkata,Tamil Nadu,2474248,Female,Married,14 November 2023,2,2031044,Era,Sedan,Swift,Honda,Caucasian,Salaried,1397386,0,197742,23 December 2023,08 September 2026
CarWorld,Kolkata,Delhi India,50,Chennai,Kolkata,Telangana,1956911,Male,Married,15 November 2023,2,777320,SX,Premium Hatchback,Verna,Hyundai,African,Professional,489671,0,80736,13 January 2024,19 March 2025
AutoHub,Kolkata,Karnataka India,40,Kolkata,Pune,Maharashtra,1559898,Female,Divorced,03 September 2024,1,2155416,LX,Premium Hatchback,I10 GRAND,Maruti,Asian,Salaried,1769842,0,224083,21 November 2024,01 September 2027
AutoHub,Chennai,Karnataka India,52,Hyderabad,Chennai,Telangana,380643,Male,Unmarried,14 July 2024,3,1164822,Magna,Entry Hatchback,Nexon,Maruti,Hispanic,Government Employee,896683,0,65046,09 September 2024,11 March 2027
DriveEasy,Pune,Delhi India,46,Bangalore,Chennai,Karnataka,1198856,Female,Married,08 November 2024,1,2268447,Asta,SUV,Swift,Honda,Hispanic,Self Employed,1546528,1,622456,22 December 2024,28 February 2026
SCP,Pune,Karnataka India,23,Nashik,Bangalore Urban,Karnataka,2263297,Female,Married,13 December 2023,3,1397721,Sportz,SUV,Brezza,Maruti,Asian,Government Employee,1101471,1,762563,18 January 2024,04 February 2025
SCP,Pune,Tamil Nadu India,54,Hyderabad,Mumbai Suburban,Tamil Nadu,1976499,Female,Unmarried,24 January 2023,3,1681281,SX,Compact SUV,City,Maruti,Asian,Retired,1426487,1,780847,28 March 2023,12 October 2025
SpeedWheels,Delhi,Maharashtra India,30,Kolkata,Hyderabad,Delhi,904628,Male,Married,12 November 2024,1,1411873,Asta,Luxury Sedan,I10 GRAND,Tata,African,Self Employed,1057343,0,139507,12 January 2025,03 October 2027
AutoZone,Delhi,Delhi India,57,Kolkata,New Delhi,Maharashtra,559056,Male,Married,29 May 2023,2,1833200,Sportz,Luxury Sedan,Creta,Maruti,Asian,Professional,1396699,1,476640,30 June 2023,27 September 2024
SCP,Pune,Telangana India,37,Mumbai,Pune,Telangana,758993,Male,Married,12 November 2023,3,1557194,Magna,Premium Hatchback,Verna,Hyundai,Asian,Salaried,1286280,1,447537,08 February 2024,01 February 2026
AutoHub,Pune,West Bengal India,64,Mumbai,Bangalore Urban,West Bengal,1898697,Female,Unmarried,19 October 2023,2,817940,LX,Compact SUV,Nexon,Hyundai,African,Retired,673203,1,442800,11 January 2024,17 June 2025
SCP,Pune,Delhi India,50,Mumbai,Bangalore Urban,Tamil Nadu,1290216,Male,Unmarried,24 July 2023,2,2433643,Sportz,Luxury Sedan,Swift,Tata,Asian,Business Owner,1508545,1,756400,01 October 2023,25 August 2026
SpeedWheels,Bangalore,West Bengal India,48,Kolkata,Kolkata,Maharashtra,1073390,Male,Unmarried,13 March 2024,2,2376597,Asta,Luxury Sedan,Creta,Maruti,Asian,Self Employed,1428271,1,714690,04 June 2024,30 May 2027
AutoZone,Bangalore,Delhi India,43,Chennai,Hyderabad,Delhi,624670,Female,Married,06 August 2023,1,799567,SX,Luxury Sedan,City,Maruti,Hispanic,Salaried,623342,0,127583,14 October 2023,05 January 2026
SpeedWheels,Hyderabad,Karnataka India,33,Mumbai,Hyderabad,Delhi,1814924,Male,Married,24 May 2024,3,2203233,Asta,Luxury Sedan,Brezza,Maruti,African,Business Owner,1889685,1,1284862,20 August 2024,07 February 2027
AutoZone,Pune,Karnataka India,45,Pune,Bangalore Urban,Karnataka,2324137,Male,Divorced,16 February 2023,1,1848809,Magna,Premium Hatchback,Swift,Maruti,Hispanic,Business Owner,1567669,1,748305,07 May 2023,29 June 2025
SCP,Mumbai,Telangana India,63,Delhi,Bangalore Urban,Tamil Nadu,1483999,Male,Unmarried,08 March 2024,1,801879,VX,Premium Hatchback,Creta,Hyundai,Caucasian,Professional,718375,0,40065,30 April 2024,08 August 2026
DriveEasy,Pune,Tamil Nadu India,38,Mumbai,Bangalore Urban,West Bengal,2307775,Female,Married,09 March 2023,2,1046759,VX,Luxury Sedan,City,Hyundai,Asian,Retired,643445,0,84344,01 June 2023,25 July 2024
DriveEasy,Chennai,Tamil Nadu India,48,Pune,Hyderabad,Delhi,2327094,Male,Married,07 June 2023,3,2303345,VX,Compact SUV,City,Honda,Asian,Business Owner,1528448,0,120876,15 July 2023,05 September 2024
TCS Auto,Bangalore,Delhi India,55,Delhi,Hyderabad,Maharashtra,946373,Male,Unmarried,24 June 2023,2,1574302,ZX,Sedan,Nexon,Honda,Asian,Self Employed,1043839,0,94168,22 September 2023,12 May 2025
SCP,Delhi,Karnataka India,22,Nagpur,Kolkata,West Bengal,653970,Female,Unmarried,13 November 2024,2,2000177,ZX,Entry Hatchback,Verna,Maruti,Caucasian,Business Owner,1429646,0,293578,25 December 2024,02 March 2026
CarWorld,Delhi,Tamil Nadu India,25,Pune,Hyderabad,Delhi,1338930,Female,Divorced,18 February 2023,2,2391195,Sportz,Sedan,Swift,Tata,Caucasian,Salaried,1902796,1,1138852,03 April 2023,06 January 2026
SCP,Kolkata,Maharashtra India,38,Kolkata,Kolkata,Karnataka,764378,Male,Married,17 July 2024,2,1158278,Era,SUV,Verna,Hyundai,Caucasian,Government Employee,962586,0,93052,17 August 2024,03 February 2026
SCP,Mumbai,Karnataka India,64,Hyderabad,Hyderabad,Maharashtra,1915691,Male,Married,16 August 2023,1,545926,VX,Compact SUV,Creta,Hyundai,Asian,Self Employed,382826,0,59018,29 October 2023,15 November 2024
SpeedWheels,Kolkata,Tamil Nadu India,57,Pune,Bangalore Urban,Telangana,733459,Male,Married,06 March 2023,3,2127397,Asta,Sedan,I10 GRAND,Hyundai,Native American,Government Employee,1471912,0,211358,09 April 2023,11 May 2025
SpeedWheels,Hyderabad,Karnataka India,64,Bangalore,Mumbai Suburban,Delhi,2427887,Male,Divorced,04 April 2024,1,2112053,Asta,Entry Hatchback,Nexon,Tata,Caucasian,Salaried,1379177,0,111314,08 May 2024,17 November 2025
AutoZone,Pune,Tamil Nadu India,54,Nashik,Mumbai Suburban,West Bengal,2454680,Male,Unmarried,15 August 2024,1,1497278,VX,Premium Hatchback,I10 GRAND,Hyundai,Caucasian,Government Employee,986711,0,106831,16 October 2024,18 May 2026
AutoZone,Pune,Karnataka India,31,Kolkata,Pune,Karnataka,378360,Male,Married,14 July 2023,1,840004,LX,Premium Hatchback,City,Maruti,Asian,Salaried,630985,1,180950,16 September 2023,26 February 2026
SCP,Chennai,Delhi India,55,Bangalore,Bangalore Urban,Telangana,2104800,Male,Married,15 February 2024,1,1666477,Magna,Entry Hatchback,Nexon,Maruti,Caucasian,Professional,1247629,0,117233,17 April 2024,10 July 2025
SCP,Kolkata,West Bengal India,45,Chennai,New Delhi,Delhi,816957,Male,Married,06 August 2024,2,981521,VX,Sedan,Verna,Hyundai,Native American,Self Employed,738937,0,63818,05 October 2024,04 August 2026
DriveEasy,Delhi,Tamil Nadu India,49,Nashik,Bangalore Urban,West Bengal,729417,Male,Married,20 March 2024,1,2409359,Sportz,Sedan,Nexon,Maruti,Native American,Retired,1929956,1,936905,23 May 2024,28 January 2027
DriveEasy,Bangalore,Tamil Nadu India,21,Nashik,Pune,Delhi,2444773,Male,Married,29 December 2024,2,1538257,Magna,Premium Hatchback,Verna,Maruti,Asian,Business Owner,1206723,1,515712,09 March 2025,03 May 2026
SCP,Bangalore,Karnataka India,57,Bangalore,Hyderabad,Delhi,1533757,Female,Married,01 July 2024,1,1267242,Sportz,Luxury Sedan,Baleno,Honda,Asian,Government Employee,882243,1,564837,31 August 2024,15 October 2026
TCS Auto,Bangalore,Delhi India,32,Chennai,Pune,Tamil Nadu,2110421,Female,Married,09 January 2024,1,1787255,SX,Compact SUV,Brezza,Honda,Hispanic,Salaried,1119350,0,212883,26 February 2024,19 June 2026
TCS Auto,Kolkata,West Bengal India,58,Hyderabad,Pune,Tamil Nadu,455392,Female,Unmarried,18 March 2023,2,805586,Asta,Entry Hatchback,Nexon,Honda,Asian,Retired,542303,0,92488,27 May 2023,29 November 2025
SCP,Hyderabad,Delhi India,25,Pune,Kolkata,Karnataka,1287639,Male,Married,10 August 2023,1,1377209,ZX,Luxury Sedan,Verna,Tata,African,Self Employed,932137,0,229361,07 November 2023,19 February 2026
CarWorld,Chennai,Telangana India,44,Kolkata,Pune,Tamil Nadu,959047,Female,Divorced,02 April 2023,3,1265330,Sportz,Luxury Sedan,Verna,Maruti,African,Self Employed,861177,1,382386,14 May 2023,20 September 2025
AutoZone,Kolkata,Telangana India,41,Nashik,Hyderabad,Delhi,619436,Male,Unmarried,25 March 2024,2,2317188,Asta,Premium Hatchback,City,Maruti,Asian,Business Owner,1936101,0,297303,14 May 2024,29 March 2026
SpeedWheels,Hyderabad,West Bengal India,21,Hyderabad,New Delhi,West Bengal,2385878,Male,Married,13 February 2023,1,992087,VX,Premium Hatchback,Creta,Hyundai,Asian,Government Employee,631200,1,217689,05 May 2023,06 August 2024
SpeedWheels,Chennai,West Bengal India,44,Hyderabad,Kolkata,West Bengal,2086708,Male,Married,01 July 2024,1,2103608,ZX,Luxury Sedan,Baleno,Honda,Caucasian,Self Employed,1295622,0,288644,25 August 2024,07 January 2026
DriveEasy,Pune,West Bengal India,40,Nagpur,Chennai,Delhi,2291603,Male,Married,15 November 2023,3,1032983,Asta,Entry Hatchback,Swift,Hyundai,Asian,Government Employee,780709,0,96873,04 February 2024,09 April 2026
SpeedWheels,Kolkata,West Bengal India,36,Mumbai,Mumbai Suburban,Tamil Nadu,421161,Female,Married,19 December 2024,1,2110659,ZX,SUV,Nexon,Hyundai,Caucasian,Salaried,1437212,0,356480,27 February 2025,09 July 2027
AutoZone,Chennai,Maharashtra India,32,Pune,Pune,West Bengal,2083634,Male,Unmarried,01 February 2023,1,1874837,SX,Premium Hatchback,Creta,Hyundai,Native American,Government Employee,1644969,0,203001,13 April 2023,08 December 2024
AutoHub,Bangalore,Telangana India,46,Chennai,New Delhi,Delhi,488581,Female,Married,02 August 2023,3,819263,LX,Premium Hatchback,Verna,Maruti,Caucasian,Retired,669966,1,258292,13 September 2023,03 January 2025
CarWorld,Pune,Tamil Nadu India,26,Nagpur,Mumbai Suburban,Maharashtra,1978374,Male,Unmarried,22 November 2024,3,1979444,SX,SUV,Baleno,Hyundai,Asian,Professional,1773843,1,699187,24 January 2025,29 September 2027
AutoZone,Chennai,Karnataka India,39,Chennai,Pune,Delhi,1245775,Female,Unmarried,06 February 2023,2,1977487,Asta,Sedan,Brezza,Maruti,Asian,Salaried,1766594,1,454949,16 April 2023,23 June 2025
SpeedWheels,Hyderabad,Maharashtra India,24,Kolkata,Kolkata,Karnataka,317774,Male,Married,09 June 2023,1,2153406,Magna,Premium Hatchback,Swift,Hyundai,Caucasian,Retired,1638070,0,395667,22 July 2023,15 July 2025
SpeedWheels,Hyderabad,Telangana India,25,Hyderabad,Kolkata,Karnataka,1511548,Male,Unmarried,21 October 2024,2,1792680,Asta,SUV,Baleno,Hyundai,Asian,Salaried,1329460,1,585136,11 January 2025,08 June 2027
DriveEasy,Mumbai,Telangana India,63,Mumbai,Hyderabad,Tamil Nadu,2036661,Male,Married,21 June 2024,1,1071004,Sportz,Sedan,Creta,Honda,Asian,Self Employed,724996,0,41932,02 August 2024,25 February 2026
AutoHub,Kolkata,Maharashtra India,46,Hyderabad,Bangalore Urban,Maharashtra,2221053,Female,Married,11 April 2023,3,1378305,Asta,Sedan,City,Maruti,Hispanic,Professional,1124560,0,88600,13 May 2023,05 June 2025
SpeedWheels,Bangalore,West Bengal India,60,Bangalore,Hyderabad,Telangana,1626431,Female,Married,21 February 2023,2,1330506,Era,SUV,Swift,Maruti,Asian,Government Employee,1168482,0,263379,04 May 2023,02 April 2025
AutoZone,Mumbai,West Bengal India,51,Pune,Pune,West Bengal,2180694,Male,Married,26 February 2024,3,1250129,SX,Premium Hatchback,I10 GRAND,Maruti,Asian,Professional,1043897,0,220453,09 May 2024,04 May 2026
